,ranker,player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches
318,307,"<a href=""/en/players/d7f99582/Benson-Manuel""Benson Manuel","<a href=""/en/country/BEL/Belgium-Football""<span style=""white-space: nowrap""<span class=""f-i f-be"" style=""""be","MF,FW","<a href=""/en/squads/943e8050/Burnley-Stats""Burnley",26-340,1997,5,1,77,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,0,11,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,"<a href=""/en/players/d7f99582/matchlogs/2023-2024/summary/Benson-Manuel-Match-Logs""Matches"
319,308,"<a href=""/en/players/bb5fbd2b/Solly-March""Solly March","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng","FW,DF","<a href=""/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats""Brighton",29-226,1994,7,7,554,6.2,3,1,4,3,0,0,1,0,2.0,2.0,1.0,2.9,14,24,44,0.49,0.16,0.65,0.49,0.65,0.32,0.16,0.47,0.32,0.47,"<a href=""/en/players/bb5fbd2b/matchlogs/2023-2024/summary/Solly-March-Match-Logs""Matches"
320,309,"<a href=""/en/players/8b788c01/Anthony-Martial""Anthony Martial","<a href=""/en/country/FRA/France-Football""<span style=""white-space: nowrap""<span class=""f-i f-fr"" style=""""fr",FW,"<a href=""/en/squads/19538871/Manchester-United-Stats""Manchester Utd",28-088,1995,13,5,448,5.0,1,0,1,1,0,0,0,0,1.2,1.2,0.2,1.5,6,12,36,0.20,0.00,0.20,0.20,0.20,0.25,0.05,0.29,0.25,0.29,"<a href=""/en/players/8b788c01/matchlogs/2023-2024/summary/Anthony-Martial-Match-Logs""Matches"
321,310,"<a href=""/en/players/48a5a5d6/Gabriel-Martinelli""Gabriel Martinelli","<a href=""/en/country/BRA/Brazil-Football""<span style=""white-space: nowrap""<span class=""f-i f-br"" style=""""br",FW,"<a href=""/en/squads/18bb7c10/Arsenal-Stats""Arsenal",22-258,2001,24,22,"1,686",18.7,5,3,8,5,0,0,1,0,4.8,4.8,5.1,9.9,105,59,291,0.27,0.16,0.43,0.27,0.43,0.26,0.27,0.53,0.26,0.53,"<a href=""/en/players/48a5a5d6/matchlogs/2023-2024/summary/Gabriel-Martinelli-Match-Logs""Matches"
322,311,"<a href=""/en/players/7956236f/Emiliano-Martinez""Emiliano Martínez","<a href=""/en/country/ARG/Argentina-Football""<span style=""white-space: nowrap""<span class=""f-i f-ar"" style=""""ar",GK,"<a href=""/en/squads/8602292d/Aston-Villa-Stats""Aston Villa",31-182,1992,25,25,"2,250",25.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/7956236f/matchlogs/2023-2024/summary/Emiliano-Martinez-Match-Logs""Matches"
323,312,"<a href=""/en/players/bac46a10/Lisandro-Martinez""Lisandro Martínez","<a href=""/en/country/ARG/Argentina-Football""<span style=""white-space: nowrap""<span class=""f-i f-ar"" style=""""ar",DF,"<a href=""/en/squads/19538871/Manchester-United-Stats""Manchester Utd",26-044,1998,8,7,558,6.2,0,1,1,0,0,0,3,0,0.0,0.0,0.1,0.1,8,28,1,0.00,0.16,0.16,0.00,0.16,0.00,0.01,0.01,0.00,0.01,"<a href=""/en/players/bac46a10/matchlogs/2023-2024/summary/Lisandro-Martinez-Match-Logs""Matches"
324,313,"<a href=""/en/players/eba1e557/Han-Noah-Massengo""Han-Noah Massengo","<a href=""/en/country/FRA/France-Football""<span style=""white-space: nowrap""<span class=""f-i f-fr"" style=""""fr","MF,DF","<a href=""/en/squads/943e8050/Burnley-Stats""Burnley",22-239,2001,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/eba1e557/matchlogs/2023-2024/summary/Han-Noah-Massengo-Match-Logs""Matches"
325,314,"<a href=""/en/players/feb5d972/Pape-Matar-Sarr""Pape Matar Sarr","<a href=""/en/country/SEN/Senegal-Football""<span style=""white-space: nowrap""<span class=""f-i f-sn"" style=""""sn",MF,"<a href=""/en/squads/361ca564/Tottenham-Hotspur-Stats""Tottenham",21-170,2002,21,18,"1,342",14.9,3,2,5,3,0,0,5,0,2.6,2.6,1.4,4.0,29,109,59,0.20,0.13,0.34,0.20,0.34,0.17,0.10,0.27,0.17,0.27,"<a href=""/en/players/feb5d972/matchlogs/2023-2024/summary/Pape-Matar-Sarr-Match-Logs""Matches"
326,315,"<a href=""/en/players/50e6dc35/Jean-Philippe-Mateta""Jean-Philippe Mateta","<a href=""/en/country/FRA/France-Football""<span style=""white-space: nowrap""<span class=""f-i f-fr"" style=""""fr",FW,"<a href=""/en/squads/47c64c55/Crystal-Palace-Stats""Crystal Palace",26-248,1997,23,13,"1,335",14.8,4,4,8,2,2,2,2,0,3.8,2.3,2.3,4.6,17,14,80,0.27,0.27,0.54,0.13,0.40,0.26,0.16,0.41,0.15,0.31,"<a href=""/en/players/50e6dc35/matchlogs/2023-2024/summary/Jean-Philippe-Mateta-Match-Logs""Matches"
327,316,"<a href=""/en/players/b217ef29/Joel-Matip""Joël Matip","<a href=""/en/country/CMR/Cameroon-Football""<span style=""white-space: nowrap""<span class=""f-i f-cm"" style=""""cm",DF,"<a href=""/en/squads/822bd0ba/Liverpool-Stats""Liverpool",32-207,1991,10,9,781,8.7,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,8,34,1,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.06,0.06,0.06,"<a href=""/en/players/b217ef29/matchlogs/2023-2024/summary/Joel-Matip-Match-Logs""Matches"
328,317,"<a href=""/en/players/ed383e43/Alex-Matos""Alex Matos","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",MF,"<a href=""/en/squads/cff3d9bb/Chelsea-Stats""Chelsea",19-151,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/ed383e43/matchlogs/2023-2024/summary/Alex-Matos-Match-Logs""Matches"
329,318,"<a href=""/en/players/27f4f772/Remi-Matthews""Remi Matthews","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",GK,"<a href=""/en/squads/47c64c55/Crystal-Palace-Stats""Crystal Palace",30-021,1994,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/27f4f772/matchlogs/2023-2024/summary/Remi-Matthews-Match-Logs""Matches"
330,319,"<a href=""/en/players/4bcf39f6/Neal-Maupay""Neal Maupay","<a href=""/en/country/FRA/France-Football""<span style=""white-space: nowrap""<span class=""f-i f-fr"" style=""""fr",FW,"<a href=""/en/squads/cd051869/Brentford-Stats""Brentford",27-201,1996,21,12,"1,180",13.1,6,3,9,6,0,0,5,0,5.3,5.3,2.3,7.6,20,34,84,0.46,0.23,0.69,0.46,0.69,0.40,0.17,0.58,0.40,0.58,"<a href=""/en/players/4bcf39f6/matchlogs/2023-2024/summary/Neal-Maupay-Match-Logs""Matches"
331,320,"<a href=""/en/players/4bcf39f6/Neal-Maupay""Neal Maupay","<a href=""/en/country/FRA/France-Football""<span style=""white-space: nowrap""<span class=""f-i f-fr"" style=""""fr",FW,"<a href=""/en/squads/d3fd31cc/Everton-Stats""Everton",27-201,1996,2,1,111,1.2,0,0,0,0,0,0,0,0,1.4,1.4,0.1,1.5,1,0,6,0.00,0.00,0.00,0.00,0.00,1.16,0.05,1.22,1.16,1.22,"<a href=""/en/players/4bcf39f6/matchlogs/2023-2024/summary/Neal-Maupay-Match-Logs""Matches"
332,321,"<a href=""/en/players/00963611/Konstantinos-Mavropanos""Konstantinos Mavropanos","<a href=""/en/country/GRE/Greece-Football""<span style=""white-space: nowrap""<span class=""f-i f-gr"" style=""""gr",DF,"<a href=""/en/squads/7c21e445/West-Ham-United-Stats""West Ham",26-082,1997,11,8,811,9.0,1,0,1,1,0,0,1,0,0.4,0.4,0.1,0.5,3,17,1,0.11,0.00,0.11,0.11,0.11,0.05,0.01,0.06,0.05,0.06,"<a href=""/en/players/00963611/matchlogs/2023-2024/summary/Konstantinos-Mavropanos-Match-Logs""Matches"
333,322,"<a href=""/en/players/6afaebf2/Bryan-Mbeumo""Bryan Mbeumo","<a href=""/en/country/CMR/Cameroon-Football""<span style=""white-space: nowrap""<span class=""f-i f-cm"" style=""""cm",FW,"<a href=""/en/squads/cd051869/Brentford-Stats""Brentford",24-208,1999,15,15,"1,286",14.3,7,3,10,4,3,3,1,0,8.5,6.2,2.7,8.9,49,65,131,0.49,0.21,0.70,0.28,0.49,0.60,0.19,0.79,0.43,0.62,"<a href=""/en/players/6afaebf2/matchlogs/2023-2024/summary/Bryan-Mbeumo-Match-Logs""Matches"
334,323,"<a href=""/en/players/96593e89/James-Mcatee""James Mcatee","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng","MF,FW","<a href=""/en/squads/1df6b87e/Sheffield-United-Stats""Sheffield Utd",21-136,2002,21,17,"1,503",16.7,3,2,5,2,1,1,2,0,2.4,1.6,1.9,3.5,48,45,90,0.18,0.12,0.30,0.12,0.24,0.14,0.11,0.26,0.10,0.21,"<a href=""/en/players/96593e89/matchlogs/2023-2024/summary/James-Mcatee-Match-Logs""Matches"
335,324,"<a href=""/en/players/96593e89/James-Mcatee""James Mcatee","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",MF,"<a href=""/en/squads/b8fd03ef/Manchester-City-Stats""Manchester City",21-136,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/96593e89/matchlogs/2023-2024/summary/James-Mcatee-Match-Logs""Matches"
336,325,"<a href=""/en/players/78b8ac63/Oliver-McBurnie""Oliver McBurnie","<a href=""/en/country/SCO/Scotland-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-sct"" style=""""sct",FW,"<a href=""/en/squads/1df6b87e/Sheffield-United-Stats""Sheffield Utd",27-272,1996,14,9,793,8.8,4,2,6,2,2,2,5,2,3.9,2.3,1.1,3.4,2,21,38,0.45,0.23,0.68,0.23,0.45,0.44,0.12,0.56,0.26,0.38,"<a href=""/en/players/78b8ac63/matchlogs/2023-2024/summary/Oliver-McBurnie-Match-Logs""Matches"
337,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
338,326,"<a href=""/en/players/bf973eeb/James-McConnell""James McConnell","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",MF,"<a href=""/en/squads/822bd0ba/Liverpool-Stats""Liverpool",19-171,2004,3,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"<a href=""/en/players/bf973eeb/matchlogs/2023-2024/summary/James-McConnell-Match-Logs""Matches"
339,327,"<a href=""/en/players/90f91999/John-McGinn""John McGinn","<a href=""/en/country/SCO/Scotland-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-sct"" style=""""sct","MF,FW","<a href=""/en/squads/8602292d/Aston-Villa-Stats""Aston Villa",29-136,1994,26,26,"2,219",24.7,6,3,9,6,0,0,7,0,4.3,4.3,3.5,7.8,44,155,69,0.24,0.12,0.37,0.24,0.37,0.17,0.14,0.32,0.17,0.32,"<a href=""/en/players/90f91999/matchlogs/2023-2024/summary/John-McGinn-Match-Logs""Matches"
340,328,"<a href=""/en/players/4e5a4cbc/Scott-McKenna""Scott McKenna","<a href=""/en/country/SCO/Scotland-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-sct"" style=""""sct",DF,"<a href=""/en/squads/e4a775cb/Nottingham-Forest-Stats""Nott'ham Forest",27-111,1996,5,5,416,4.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,1,10,0,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.08,0.05,0.08,"<a href=""/en/players/4e5a4cbc/matchlogs/2023-2024/summary/Scott-McKenna-Match-Logs""Matches"
341,329,"<a href=""/en/players/fc15fb84/Dwight-McNeil""Dwight McNeil","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng","MF,FW","<a href=""/en/squads/d3fd31cc/Everton-Stats""Everton",24-101,1999,23,21,"1,835",20.4,2,5,7,2,0,0,1,0,1.9,1.9,6.4,8.3,52,70,83,0.10,0.25,0.34,0.10,0.34,0.09,0.31,0.41,0.09,0.41,"<a href=""/en/players/fc15fb84/matchlogs/2023-2024/summary/Dwight-McNeil-Match-Logs""Matches"
342,330,"<a href=""/en/players/d93c2511/Scott-McTominay""Scott McTominay","<a href=""/en/country/SCO/Scotland-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-sct"" style=""""sct",MF,"<a href=""/en/squads/19538871/Manchester-United-Stats""Manchester Utd",27-085,1996,23,12,"1,293",14.4,7,1,8,7,0,0,0,0,5.1,5.1,0.6,5.7,17,45,35,0.49,0.07,0.56,0.49,0.56,0.36,0.04,0.40,0.36,0.40,"<a href=""/en/players/d93c2511/matchlogs/2023-2024/summary/Scott-McTominay-Match-Logs""Matches"
343,331,"<a href=""/en/players/8df7a2fb/Ben-Mee""Ben Mee","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",DF,"<a href=""/en/squads/cd051869/Brentford-Stats""Brentford",34-163,1989,16,15,"1,272",14.1,2,0,2,2,0,0,1,1,1.5,1.5,0.3,1.8,11,49,9,0.14,0.00,0.14,0.14,0.14,0.10,0.02,0.13,0.10,0.13,"<a href=""/en/players/8df7a2fb/matchlogs/2023-2024/summary/Ben-Mee-Match-Logs""Matches"
344,332,"<a href=""/en/players/ca22ccb0/Hannibal-Mejbri""Hannibal Mejbri","<a href=""/en/country/TUN/Tunisia-Football""<span style=""white-space: nowrap""<span class=""f-i f-tn"" style=""""tn","MF,FW","<a href=""/en/squads/19538871/Manchester-United-Stats""Manchester Utd",21-041,2003,5,1,133,1.5,1,0,1,1,0,0,1,0,0.0,0.0,0.4,0.4,2,6,10,0.68,0.00,0.68,0.68,0.68,0.02,0.25,0.27,0.02,0.27,"<a href=""/en/players/ca22ccb0/matchlogs/2023-2024/summary/Hannibal-Mejbri-Match-Logs""Matches"
345,333,"<a href=""/en/players/91748070/Teden-Mengi""Teden Mengi","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",DF,"<a href=""/en/squads/e297cd13/Luton-Town-Stats""Luton Town",21-307,2002,18,16,"1,492",16.6,1,0,1,1,0,0,2,0,0.3,0.3,0.2,0.5,6,35,1,0.06,0.00,0.06,0.06,0.06,0.02,0.01,0.03,0.02,0.03,"<a href=""/en/players/91748070/matchlogs/2023-2024/summary/Teden-Mengi-Match-Logs""Matches"
346,334,"<a href=""/en/players/fed96827/Chris-Mepham""Chris Mepham","<a href=""/en/country/WAL/Wales-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-wls"" style=""""wls",DF,"<a href=""/en/squads/4ba7cbea/Bournemouth-Stats""Bournemouth",26-118,1997,6,3,268,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,6,0,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,"<a href=""/en/players/fed96827/matchlogs/2023-2024/summary/Chris-Mepham-Match-Logs""Matches"
347,335,"<a href=""/en/players/2c6835e5/Lewis-Miley""Lewis Miley","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",MF,"<a href=""/en/squads/b2b47a98/Newcastle-United-Stats""Newcastle Utd",17-306,2006,15,14,"1,171",13.0,1,2,3,1,0,0,1,0,1.2,1.2,1.6,2.9,14,50,54,0.08,0.15,0.23,0.08,0.23,0.10,0.12,0.22,0.10,0.22,"<a href=""/en/players/2c6835e5/matchlogs/2023-2024/summary/Lewis-Miley-Match-Logs""Matches"
348,336,"<a href=""/en/players/2f90f6b8/James-Milner""James Milner","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng","DF,MF","<a href=""/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats""Brighton",38-058,1986,15,11,773,8.6,0,2,2,0,0,0,3,0,0.3,0.3,1.8,2.0,11,69,73,0.00,0.23,0.23,0.00,0.23,0.03,0.21,0.24,0.03,0.24,"<a href=""/en/players/2f90f6b8/matchlogs/2023-2024/summary/James-Milner-Match-Logs""Matches"
349,337,"<a href=""/en/players/8397a50c/Tyrone-Mings""Tyrone Mings","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",DF,"<a href=""/en/squads/8602292d/Aston-Villa-Stats""Aston Villa",30-355,1993,1,1,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09,"<a href=""/en/players/8397a50c/matchlogs/2023-2024/summary/Tyrone-Mings-Match-Logs""Matches"
350,338,"<a href=""/en/players/5cbd1eb0/Tyrick-Mitchell""Tyrick Mitchell","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",DF,"<a href=""/en/squads/47c64c55/Crystal-Palace-Stats""Crystal Palace",24-183,1999,25,25,"2,167",24.1,1,2,3,1,0,0,5,0,0.6,0.6,1.1,1.7,14,69,91,0.04,0.08,0.12,0.04,0.12,0.02,0.05,0.07,0.02,0.07,"<a href=""/en/players/5cbd1eb0/matchlogs/2023-2024/summary/Tyrick-Mitchell-Match-Logs""Matches"
351,339,"<a href=""/en/players/74618572/Kaoru-Mitoma""Kaoru Mitoma","<a href=""/en/country/JPN/Japan-Football""<span style=""white-space: nowrap""<span class=""f-i f-jp"" style=""""jp",FW,"<a href=""/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats""Brighton",26-287,1997,19,15,"1,486",16.5,3,4,7,3,0,0,4,0,3.5,3.5,2.7,6.2,121,64,239,0.18,0.24,0.42,0.18,0.42,0.21,0.16,0.37,0.21,0.37,"<a href=""/en/players/74618572/matchlogs/2023-2024/summary/Kaoru-Mitoma-Match-Logs""Matches"
352,340,"<a href=""/en/players/3925dbd6/Aleksandar-Mitrovic""Aleksandar Mitrović","<a href=""/en/country/SRB/Serbia-Football""<span style=""white-space: nowrap""<span class=""f-i f-rs"" style=""""rs",FW,"<a href=""/en/squads/fd962109/Fulham-Stats""Fulham",29-168,1994,1,0,33,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.44,0.44,0.44,"<a href=""/en/players/3925dbd6/matchlogs/2023-2024/summary/Aleksandar-Mitrovic-Match-Logs""Matches"
353,341,"<a href=""/en/players/f230bc30/Jakub-Moder""Jakub Moder","<a href=""/en/country/POL/Poland-Football""<span style=""white-space: nowrap""<span class=""f-i f-pl"" style=""""pl","MF,DF","<a href=""/en/squads/d07537b9/Brighton-and-Hove-Albion-Stats""Brighton",24-330,1999,7,0,133,1.5,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,2,4,8,0.00,0.00,0.00,0.00,0.00,0.20,0.06,0.26,0.20,0.26,"<a href=""/en/players/f230bc30/matchlogs/2023-2024/summary/Jakub-Moder-Match-Logs""Matches"
354,342,"<a href=""/en/players/b62878a5/Kudus-Mohammed""Kudus Mohammed","<a href=""/en/country/GHA/Ghana-Football""<span style=""white-space: nowrap""<span class=""f-i f-gh"" style=""""gh","FW,MF","<a href=""/en/squads/7c21e445/West-Ham-United-Stats""West Ham",23-213,2000,21,15,"1,411",15.7,6,2,8,6,0,0,5,0,2.5,2.5,1.9,4.4,66,55,124,0.38,0.13,0.51,0.38,0.51,0.16,0.12,0.28,0.16,0.28,"<a href=""/en/players/b62878a5/matchlogs/2023-2024/summary/Kudus-Mohammed-Match-Logs""Matches"
355,343,"<a href=""/en/players/374d5158/Gonzalo-Montiel""Gonzalo Montiel","<a href=""/en/country/ARG/Argentina-Football""<span style=""white-space: nowrap""<span class=""f-i f-ar"" style=""""ar",DF,"<a href=""/en/squads/e4a775cb/Nottingham-Forest-Stats""Nott'ham Forest",27-061,1997,9,5,498,5.5,0,2,2,0,0,0,4,0,0.1,0.1,0.6,0.7,6,20,20,0.00,0.36,0.36,0.00,0.36,0.02,0.11,0.12,0.02,0.12,"<a href=""/en/players/374d5158/matchlogs/2023-2024/summary/Gonzalo-Montiel-Match-Logs""Matches"
356,344,"<a href=""/en/players/01ce9e70/Kieffer-Moore""Kieffer Moore","<a href=""/en/country/WAL/Wales-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-wls"" style=""""wls","FW,MF","<a href=""/en/squads/4ba7cbea/Bournemouth-Stats""Bournemouth",31-207,1992,8,0,108,1.2,1,0,1,1,0,0,0,0,1.5,1.5,0.2,1.7,2,4,15,0.83,0.00,0.83,0.83,0.83,1.23,0.20,1.44,1.23,1.44,"<a href=""/en/players/01ce9e70/matchlogs/2023-2024/summary/Kieffer-Moore-Match-Logs""Matches"
357,345,"<a href=""/en/players/16e9d0ea/Alex-Moreno""Álex Moreno","<a href=""/en/country/ESP/Spain-Football""<span style=""white-space: nowrap""<span class=""f-i f-es"" style=""""es",DF,"<a href=""/en/squads/8602292d/Aston-Villa-Stats""Aston Villa",30-268,1993,13,8,763,8.5,2,0,2,2,0,0,2,0,1.1,1.1,1.1,2.2,28,18,72,0.24,0.00,0.24,0.24,0.24,0.13,0.14,0.26,0.13,0.26,"<a href=""/en/players/16e9d0ea/matchlogs/2023-2024/summary/Alex-Moreno-Match-Logs""Matches"
358,346,"<a href=""/en/players/2da834f1/Carlton-Morris""Carlton Morris","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng","FW,MF","<a href=""/en/squads/e297cd13/Luton-Town-Stats""Luton Town",28-077,1995,25,19,"1,692",18.8,7,4,11,3,4,4,2,0,7.2,4.1,1.8,5.8,21,38,81,0.37,0.21,0.59,0.16,0.37,0.38,0.09,0.48,0.22,0.31,"<a href=""/en/players/2da834f1/matchlogs/2023-2024/summary/Carlton-Morris-Match-Logs""Matches"
359,347,"<a href=""/en/players/9674002f/Mason-Mount""Mason Mount","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",MF,"<a href=""/en/squads/19538871/Manchester-United-Stats""Manchester Utd",25-052,1999,8,4,400,4.4,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,6,15,26,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.09,0.05,0.09,"<a href=""/en/players/9674002f/matchlogs/2023-2024/summary/Mason-Mount-Match-Logs""Matches"
360,348,"<a href=""/en/players/92868cb5/Divin-Mubama""Divin Mubama","<a href=""/en/country/ENG/England-Football""<span style=""white-space: nowrap""<span class=""f-i f-gb-eng"" style=""""eng",FW,"<a href=""/en/squads/7c21e445/West-Ham-United-Stats""West Ham",19-129,2004,5,0,80,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,5,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,"<a href=""/en/players/92868cb5/matchlogs/2023-2024/summary/Divin-Mubama-Match-Logs""Matches"
361,349,"<a href=""/en/players/049a888d/Mykhailo-Mudryk""Mykhailo Mudryk","<a href=""/en/country/UKR/Ukraine-Football""<span style=""white-space: nowrap""<span class=""f-i f-ua"" style=""""ua",FW,"<a href=""/en/squads/cff3d9bb/Chelsea-Stats""Chelsea",23-057,2001,19,9,871,9.7,3,2,5,3,0,0,3,0,2.0,2.0,1.8,3.9,54,25,90,0.31,0.21,0.52,0.31,0.52,0.21,0.19,0.40,0.21,0.40,"<a href=""/en/players/049a888d/matchlogs/2023-2024/summary/Mykhailo-Mudryk-Match-Logs""Matches"
362,350,"<a href=""/en/players/a755db8c/Rodrigo-Muniz""Rodrigo Muniz","<a href=""/en/country/BRA/Brazil-Football""<span style=""white-space: nowrap""<span class=""f-i f-br"" style=""""br",FW,"<a href=""/en/squads/fd962109/Fulham-Stats""Fulham",22-303,2001,14,7,700,7.8,4,0,4,4,0,0,1,0,3.1,3.1,1.2,4.3,2,9,32,0.51,0.00,0.51,0.51,0.51,0.40,0.15,0.55,0.40,0.55,"<a href=""/en/players/a755db8c/matchlogs/2023-2024/summary/Rodrigo-Muniz-Match-Logs""Matches"
363,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
364,351,"<a href=""/en/players/778ef829/Daniel-Munoz""Daniel Muñoz","<a href=""/en/country/COL/Colombia-Football""<span style=""white-space: nowrap""<span class=""f-i f-co"" style=""""co",DF,"<a href=""/en/squads/47c64c55/Crystal-Palace-Stats""Crystal Palace",27-281,1996,4,4,360,4.0,0,0,0,0,0,0,2,0,0.3,0.3,0.4,0.6,3,9,24,0.00,0.00,0.00,0.00,0.00,0.07,0.09,0.16,0.07,0.16,"<a href=""/en/players/778ef829/matchlogs/2023-2024/summary/Daniel-Munoz-Match-Logs""Matches"
365,352,"<a href=""/en/players/1704b0b8/Murillo""Murillo","<a href=""/en/country/BRA/Brazil-Football""<span style=""white-space: nowrap""<span class=""f-i f-br"" style=""""br",DF,"<a href=""/en/squads/e4a775cb/Nottingham-Forest-Stats""Nott'ham Forest",21-242,2002,20,20,"1,726",19.2,0,1,1,0,0,0,3,0,1.0,1.0,1.2,2.2,18,64,6,0.00,0.05,0.05,0.00,0.05,0.05,0.06,0.11,0.05,0.11,"<a href=""/en/players/1704b0b8/matchlogs/2023-2024/summary/Murillo-Match-Logs""Matches"
